band,beak depth (mm),beak length (mm),species,year
16306,10.2,11.3,fortis,1991
16309,8.6,10.9,fortis,1991
16310,9.0,11.0,fortis,1991
16315,8.8,10.9,fortis,1991
16316,8.1,10.8,fortis,1991
16317,8.2,10.2,fortis,1991
16319,9.0,10.8,fortis,1991
16331,9.8,10.9,fortis,1991
16333,9.1,10.2,fortis,1991
16336,9.9,12.5,fortis,1991
16337,9.2,11.3,fortis,1991
16341,9.5,10.3,fortis,1991
16344,8.5,9.4,fortis,1991
16356,9.4,11.05,fortis,1991
16360,9.4,10.7,fortis,1991
16367,8.6,9.7,fortis,1991
16374,9.0,10.6,fortis,1991
16378,9.8,11.55,fortis,1991
16380,9.2,11.0,fortis,1991
16385,8.8,10.8,fortis,1991
16386,8.27,9.53,fortis,1991
16387,10.3,11.9,fortis,1991
16391,9.2,10.6,fortis,1991
16394,9.6,10.8,fortis,1991
16395,9.8,11.05,fortis,1991
16396,10.3,12.5,fortis,1991
16398,9.8,12.1,fortis,1991
16507,10.1,10.9,fortis,1991
16511,9.3,10.7,fortis,1991
16514,9.5,10.8,fortis,1991
16518,10.0,12.0,fortis,1991
16531,9.95,11.65,fortis,1991
16549,9.0,10.6,fortis,1991
16550,9.05,10.75,fortis,1991
16551,9.0,11.1,fortis,1991
16553,9.2,10.9,fortis,1991
16554,10.4,10.9,fortis,1991
16559,9.9,11.3,fortis,1991
16560,9.6,11.6,fortis,1991
16564,10.3,12.1,fortis,1991
16565,10.0,12.1,fortis,1991
16566,10.2,12.0,fortis,1991
16575,10.5,11.6,fortis,1991
16579,10.4,11.8,fortis,1991
16580,9.3,11.3,fortis,1991
16583,8.5,10.3,fortis,1991
16590,7.7,9.6,fortis,1991
16594,9.9,11.5,fortis,1991
16595,10.3,11.9,fortis,1991
16596,10.5,11.8,fortis,1991
16597,8.8,10.1,fortis,1991
16598,8.8,9.9,fortis,1991
16803,9.85,12.1,fortis,1991
16805,9.5,11.3,fortis,1991
16807,7.5,9.7,fortis,1991
16808,9.45,11.15,fortis,1991
16810,9.1,10.65,fortis,1991
16811,7.5,9.9,fortis,1991
16815,8.9,10.3,fortis,1991
16816,9.8,11.4,fortis,1991
16817,9.7,11.7,fortis,1991
16818,10.1,11.3,fortis,1991
16833,9.4,11.8,fortis,1991
16834,9.0,11.55,fortis,1991
16836,9.9,12.3,fortis,1991
16840,9.0,10.9,fortis,1991
16851,8.6,10.3,fortis,1991
16858,9.4,11.5,fortis,1991
16859,8.65,10.4,fortis,1991
16861,8.7,10.1,fortis,1991
16869,9.65,11.75,fortis,1991
16875,8.1,10.1,fortis,1991
16889,7.8,9.55,fortis,1991
16891,8.0,9.7,fortis,1991
16895,8.3,10.0,fortis,1991
17010,8.9,11.3,fortis,1991
17013,9.3,11.0,fortis,1991
17014,8.2,10.0,fortis,1991
17033,9.3,10.6,fortis,1991
17037,9.03,10.77,fortis,1991
17048,8.3,10.0,fortis,1991
17057,10.1,12.3,fortis,1991
17061,10.0,10.7,fortis,1991
17063,8.6,9.85,fortis,1991
17067,9.1,10.8,fortis,1991
17070,9.2,10.6,fortis,1991
17073,8.53,10.6,fortis,1991
17075,9.0,10.7,fortis,1991
17083,9.6,10.4,fortis,1991
17095,8.9,10.7,fortis,1991
17109,9.0,10.0,fortis,1991
17111,8.7,9.7,fortis,1991
17113,8.6,9.7,fortis,1991
17114,8.6,10.5,fortis,1991
17116,9.3,10.7,fortis,1991
17136,9.1,11.0,fortis,1991
17145,9.9,11.0,fortis,1991
17160,9.3,10.9,fortis,1991
17168,8.3,10.7,fortis,1991
17179,8.37,9.73,fortis,1991
17188,7.9,9.0,fortis,1991
17301,9.2,9.4,fortis,1991
17307,8.0,8.8,fortis,1991
17310,7.9,8.9,fortis,1991
17311,8.7,10.8,fortis,1991
17315,9.0,11.3,fortis,1991
17344,9.6,10.6,fortis,1991
17360,9.8,11.1,fortis,1991
17367,10.2,12.0,fortis,1991
17369,11.2,13.0,fortis,1991
17379,8.6,10.6,fortis,1991
17380,9.2,11.85,fortis,1991
17381,8.5,10.9,fortis,1991
17384,10.3,11.5,fortis,1991
17386,9.9,11.1,fortis,1991
17388,10.2,11.9,fortis,1991
17395,10.0,11.7,fortis,1991
17403,8.0,9.7,fortis,1991
17410,10.4,11.8,fortis,1991
17411,9.1,10.0,fortis,1991
17415,8.7,10.13,fortis,1991
17416,9.1,10.7,fortis,1991
17418,8.9,10.8,fortis,1991
17419,9.0,10.6,fortis,1991
17436,8.3,10.7,fortis,1991
17439,9.7,11.4,fortis,1991
17440,9.2,11.1,fortis,1991
17443,8.8,11.0,fortis,1991
17460,10.0,11.47,fortis,1991
17461,9.0,10.2,fortis,1991
17464,9.7,11.0,fortis,1991
17466,9.6,10.6,fortis,1991
17467,9.5,11.7,fortis,1991
17468,8.8,10.7,fortis,1991
17480,7.5,9.8,fortis,1991
17483,7.8,10.1,fortis,1991
17485,9.0,10.9,fortis,1991
17490,9.9,10.7,fortis,1991
17491,8.9,10.6,fortis,1991
17493,10.5,11.6,fortis,1991
17494,10.7,11.9,fortis,1991
17496,10.0,12.4,fortis,1991
17497,9.0,11.0,fortis,1991
17498,9.7,10.6,fortis,1991
17500,8.9,10.0,fortis,1991
17503,7.9,9.8,fortis,1991
17534,8.95,10.15,fortis,1991
17551,7.7,9.3,fortis,1991
17559,9.8,11.8,fortis,1991
17568,8.9,10.8,fortis,1991
17573,9.0,9.9,fortis,1991
17583,8.4,9.9,fortis,1991
17589,10.4,11.5,fortis,1991
17603,9.17,10.5,fortis,1991
17605,9.1,11.2,fortis,1991
17615,9.4,12.4,fortis,1991
17617,8.2,10.1,fortis,1991
17618,8.1,10.85,fortis,1991
17634,8.85,10.75,fortis,1991
17638,6.9,8.9,fortis,1991
17639,8.9,10.0,fortis,1991
17641,9.5,11.2,fortis,1991
17643,8.7,11.0,fortis,1991
17646,9.9,12.3,fortis,1991
17647,10.2,11.6,fortis,1991
17648,9.4,11.1,fortis,1991
17649,10.6,11.7,fortis,1991
17653,8.4,11.0,fortis,1991
17654,8.6,10.8,fortis,1991
17656,8.2,9.5,fortis,1991
17659,8.8,10.8,fortis,1991
17664,9.2,10.5,fortis,1991
17665,8.1,9.5,fortis,1991
17666,10.5,11.7,fortis,1991
17668,9.5,11.0,fortis,1991
17677,9.0,10.6,fortis,1991
17693,8.8,10.5,fortis,1991
17696,10.1,11.1,fortis,1991
17697,9.6,10.9,fortis,1991
17698,9.6,10.7,fortis,1991
17699,9.5,10.8,fortis,1991
17717,9.65,11.55,fortis,1991
17733,9.4,10.7,fortis,1991
17734,10.0,11.3,fortis,1991
17735,8.8,10.6,fortis,1991
17738,9.9,10.4,fortis,1991
17740,8.7,10.7,fortis,1991
17754,9.0,9.8,fortis,1991
17759,9.7,11.6,fortis,1991
17768,8.4,10.1,fortis,1991
17771,9.8,11.7,fortis,1991
17786,9.6,11.7,fortis,1991
17791,9.8,10.8,fortis,1991
17797,8.5,10.3,fortis,1991
17798,8.85,10.65,fortis,1991
17800,8.9,10.8,fortis,1991
17803,9.2,10.7,fortis,1991
17907,9.0,10.7,fortis,1991
17908,8.8,10.2,fortis,1991
17916,7.4,9.7,fortis,1991
17934,8.7,10.4,fortis,1991
17936,9.0,11.5,fortis,1991
17940,9.8,11.1,fortis,1991
17954,9.2,10.3,fortis,1991
17955,10.0,11.5,fortis,1991
17964,9.5,10.9,fortis,1991
17969,8.8,9.9,fortis,1991
17971,8.8,10.8,fortis,1991
17974,9.0,10.1,fortis,1991
17983,9.0,10.9,fortis,1991
17986,9.0,11.2,fortis,1991
17991,10.65,12.7,fortis,1991
17993,10.5,11.8,fortis,1991
17999,9.5,11.5,fortis,1991
2760,9.25,14.2,scandens,1991
3425,8.8,14.9,scandens,1991
4090,9.26,14.95,scandens,1991
4137,10.0,15.8,scandens,1991
4223,8.77,15.07,scandens,1991
4683,9.13,13.6,scandens,1991
4706,9.5,14.8,scandens,1991
4778,9.3,13.7,scandens,1991
5351,8.95,13.6,scandens,1991
5582,8.87,15.07,scandens,1991
5608,9.7,15.8,scandens,1991
5656,9.7,14.9,scandens,1991
10001,8.41,13.43,scandens,1991
10002,9.21,14.64,scandens,1991
10061,9.6,15.2,scandens,1991
10105,9.4,14.9,scandens,1991
10174,9.25,15.2,scandens,1991
10206,9.3,13.43,scandens,1991
10223,9.8,15.2,scandens,1991
10268,9.43,14.53,scandens,1991
10394,9.0,12.07,scandens,1991
10740,9.3,14.75,scandens,1991
13256,9.85,15.35,scandens,1991
13257,9.62,14.47,scandens,1991
13548,9.0,14.3,scandens,1991
14208,9.52,12.73,scandens,1991
14524,9.9,15.3,scandens,1991
14576,8.6,13.8,scandens,1991
14584,9.21,15.04,scandens,1991
14646,9.38,14.3,scandens,1991
14728,9.37,14.29,scandens,1991
14731,9.02,14.04,scandens,1991
14755,8.9,13.6,scandens,1991
14758,8.91,13.84,scandens,1991
14759,9.06,14.04,scandens,1991
14786,8.4,13.7,scandens,1991
14830,8.7,14.7,scandens,1991
14834,8.7,13.75,scandens,1991
14835,8.91,14.09,scandens,1991
14847,10.1,15.3,scandens,1991
14877,10.27,15.2,scandens,1991
14946,9.65,14.9,scandens,1991
14975,9.28,13.95,scandens,1991
14995,9.2,14.2,scandens,1991
15235,7.96,14.04,scandens,1991
15237,8.3,13.0,scandens,1991
15406,8.9,14.2,scandens,1991
15419,8.6,14.9,scandens,1991
15441,9.1,14.6,scandens,1991
15476,8.6,13.6,scandens,1991
15615,9.37,14.63,scandens,1991
15638,9.2,14.35,scandens,1991
15639,9.1,14.2,scandens,1991
15658,9.85,14.45,scandens,1991
15685,9.02,13.84,scandens,1991
15694,9.51,13.14,scandens,1991
15704,8.81,12.34,scandens,1991
15718,7.77,10.75,scandens,1991
15721,8.96,11.89,scandens,1991
15725,8.8,11.5,scandens,1991
15736,9.1,15.0,scandens,1991
15760,9.01,14.34,scandens,1991
15765,8.9,13.85,scandens,1991
15798,8.4,13.15,scandens,1991
15812,9.25,14.85,scandens,1991
15817,9.73,14.77,scandens,1991
15837,9.2,14.45,scandens,1991
15859,8.95,14.57,scandens,1991
15901,8.7,14.5,scandens,1991
15986,8.72,14.17,scandens,1991
16100,9.6,14.3,scandens,1991
16109,9.3,14.0,scandens,1991
16113,10.4,14.9,scandens,1991
16183,8.9,14.0,scandens,1991
16195,9.3,11.8,scandens,1991
16568,8.4,12.15,scandens,1991
16569,8.6,12.7,scandens,1991
16585,8.9,13.7,scandens,1991
16600,10.1,15.0,scandens,1991
16873,8.9,14.4,scandens,1991
17001,8.8,12.8,scandens,1991
17004,9.25,14.05,scandens,1991
17099,8.6,13.3,scandens,1991
17140,8.7,13.1,scandens,1991
17143,8.4,12.9,scandens,1991
17153,9.5,14.8,scandens,1991
17176,8.65,14.15,scandens,1991
17305,9.0,14.4,scandens,1991
17353,9.0,14.6,scandens,1991
17374,8.5,13.0,scandens,1991
17474,9.75,14.6,scandens,1991
17475,9.1,13.8,scandens,1991
17504,9.3,13.9,scandens,1991
17505,8.6,13.6,scandens,1991
17548,9.0,13.9,scandens,1991
17658,9.1,14.3,scandens,1991
17673,8.2,14.7,scandens,1991
17674,8.1,13.5,scandens,1991
17685,9.4,14.0,scandens,1991
17764,9.0,13.1,scandens,1991
17779,8.8,12.9,scandens,1991
17788,10.1,14.6,scandens,1991
17795,8.8,13.3,scandens,1991
17901,9.5,14.8,scandens,1991
17915,8.3,11.8,scandens,1991
17930,8.7,12.8,scandens,1991
17939,8.6,12.6,scandens,1991
17947,7.9,11.8,scandens,1991
17950,8.7,10.3,scandens,1991
17953,9.5,11.1,scandens,1991
17956,9.0,13.7,scandens,1991
17963,8.9,13.8,scandens,1991
19022,8.5,10.0,fortis,2012
19028,8.9,12.5,fortis,2012
19032,7.5,9.3,fortis,2012
19041,9.6,10.3,fortis,2012
19044,9.2,11.0,fortis,2012
19048,8.2,10.1,fortis,2012
19072,7.8,9.6,fortis,2012
19082,8.6,10.9,fortis,2012
19104,8.4,10.3,fortis,2012
19114,7.7,9.8,fortis,2012
19121,8.0,10.1,fortis,2012
19126,8.7,10.4,fortis,2012
19146,8.1,9.6,fortis,2012
19164,8.8,10.6,fortis,2012
19174,9.4,10.6,fortis,2012
19203,10.0,11.9,fortis,2012
19210,9.6,11.3,fortis,2012
19217,9.6,11.3,fortis,2012
19224,8.1,9.7,fortis,2012
19226,7.5,9.7,fortis,2012
19252,8.4,10.1,fortis,2012
19263,7.9,10.0,fortis,2012
19274,8.3,10.0,fortis,2012
19280,8.9,10.0,fortis,2012
19288,9.1,11.5,fortis,2012
19328,7.7,9.5,fortis,2012
19349,8.3,11.2,fortis,2012
19362,8.6,10.7,fortis,2012
19372,8.4,10.0,fortis,2012
19382,7.7,9.8,fortis,2012
19384,9.1,10.9,fortis,2012
19392,7.7,9.2,fortis,2012
19394,9.0,10.2,fortis,2012
19422,10.2,11.3,fortis,2012
19439,8.1,10.3,fortis,2012
19461,8.6,10.7,fortis,2012
19482,8.4,10.0,fortis,2012
19502,8.1,9.7,fortis,2012
19511,8.0,9.9,fortis,2012
19536,8.3,10.7,fortis,2012
19563,10.3,11.0,fortis,2012
19568,8.0,9.7,fortis,2012
19602,8.8,10.5,fortis,2012
19604,9.0,11.7,fortis,2012
19614,9.3,10.8,fortis,2012
19623,7.6,9.1,fortis,2012
19627,8.2,10.9,fortis,2012
19642,10.0,12.2,fortis,2012
19649,8.2,10.9,fortis,2012
19654,8.2,10.7,fortis,2012
19674,8.3,10.4,fortis,2012
19682,7.8,9.7,fortis,2012
19712,8.0,10.3,fortis,2012
19734,8.4,9.8,fortis,2012
19746,9.3,10.6,fortis,2012
19749,8.9,10.5,fortis,2012
19774,9.7,12.5,fortis,2012
19782,7.6,9.2,fortis,2012
19815,9.0,10.1,fortis,2012
19820,8.6,10.6,fortis,2012
19821,8.9,11.5,fortis,2012
19829,8.6,10.8,fortis,2012
19832,8.8,10.5,fortis,2012
19835,8.5,10.1,fortis,2012
19840,9.2,10.7,fortis,2012
19849,8.0,9.6,fortis,2012
19874,9.4,10.7,fortis,2012
19878,7.7,10.1,fortis,2012
19889,8.4,10.0,fortis,2012
19914,8.5,10.0,fortis,2012
19921,9.0,10.4,fortis,2012
19922,9.0,10.4,fortis,2012
19928,9.3,11.7,fortis,2012
19932,8.7,10.6,fortis,2012
19942,8.1,11.5,fortis,2012
19946,8.7,10.7,fortis,2012
19947,7.9,10.4,fortis,2012
19952,7.7,10.1,fortis,2012
19974,8.4,10.8,fortis,2012
19993,9.25,11.5,fortis,2012
19994,8.1,11.1,fortis,2012
21049,8.3,9.9,fortis,2012
21052,8.5,10.5,fortis,2012
21080,9.9,12.2,fortis,2012
21082,8.4,10.9,fortis,2012
21087,9.9,12.9,fortis,2012
21088,7.2,9.7,fortis,2012
21089,8.2,9.7,fortis,2012
21090,8.2,10.0,fortis,2012
21129,8.3,10.1,fortis,2012
21160,8.4,10.2,fortis,2012
21161,7.5,9.6,fortis,2012
21162,8.2,9.9,fortis,2012
21165,8.6,10.6,fortis,2012
21169,8.2,9.8,fortis,2012
21191,8.8,11.1,fortis,2012
21244,8.5,10.0,fortis,2012
21247,8.1,10.9,fortis,2012
21249,8.3,10.0,fortis,2012
21258,8.5,10.6,fortis,2012
21259,8.1,10.7,fortis,2012
21261,7.3,9.4,fortis,2012
21262,8.0,10.1,fortis,2012
21265,10.2,11.8,fortis,2012
21266,11.1,12.2,fortis,2012
21272,9.9,12.9,fortis,2012
21273,8.7,10.1,fortis,2012
21276,8.3,10.1,fortis,2012
21277,7.8,9.0,fortis,2012
21282,9.9,11.7,fortis,2012
21283,10.3,10.9,fortis,2012
21287,8.4,10.4,fortis,2012
21293,8.7,12.7,fortis,2012
21294,9.8,10.5,fortis,2012
21296,8.7,9.6,fortis,2012
21298,9.0,10.6,fortis,2012
21299,7.8,10.4,fortis,2012
21341,8.5,10.5,fortis,2012
21343,8.2,10.1,fortis,2012
21349,9.2,10.6,fortis,2012
22000,9.0,10.6,fortis,2012
19026,9.4,14.3,scandens,2012
19029,9.5,13.7,scandens,2012
19094,11.0,13.8,scandens,2012
19122,8.7,12.0,scandens,2012
19125,8.4,13.0,scandens,2012
19129,9.1,13.0,scandens,2012
19172,8.7,13.6,scandens,2012
19182,10.2,12.8,scandens,2012
19212,9.6,13.6,scandens,2012
19214,8.85,12.95,scandens,2012
19244,8.8,13.1,scandens,2012
19251,9.5,13.4,scandens,2012
19260,9.2,13.9,scandens,2012
19270,9.0,12.3,scandens,2012
19278,9.8,14.0,scandens,2012
19289,9.3,12.5,scandens,2012
19299,9.0,12.3,scandens,2012
19312,10.2,13.9,scandens,2012
19326,7.7,13.1,scandens,2012
19343,9.0,12.5,scandens,2012
19374,9.5,13.9,scandens,2012
19401,9.4,13.7,scandens,2012
19406,8.0,12.0,scandens,2012
19408,8.9,14.4,scandens,2012
19426,9.4,13.5,scandens,2012
19430,9.5,13.8,scandens,2012
19433,8.0,13.0,scandens,2012
19438,10.0,14.9,scandens,2012
19452,8.95,12.5,scandens,2012
19466,8.2,12.3,scandens,2012
19469,8.8,12.8,scandens,2012
19486,9.2,13.4,scandens,2012
19492,9.4,13.8,scandens,2012
19493,9.5,13.5,scandens,2012
19494,8.1,13.5,scandens,2012
19495,9.5,13.4,scandens,2012
19496,8.4,12.3,scandens,2012
19497,9.3,14.35,scandens,2012
19510,9.3,13.2,scandens,2012
19513,9.6,13.8,scandens,2012
19518,9.2,14.6,scandens,2012
19526,10.0,14.3,scandens,2012
19527,8.9,13.8,scandens,2012
19528,10.5,13.6,scandens,2012
19543,8.9,12.9,scandens,2012
19553,8.6,13.0,scandens,2012
19554,8.8,13.5,scandens,2012
19573,9.15,13.2,scandens,2012
19592,9.5,13.7,scandens,2012
19594,9.1,13.1,scandens,2012
19597,10.2,13.2,scandens,2012
19598,8.4,12.6,scandens,2012
19599,10.0,13.0,scandens,2012
19619,10.2,13.9,scandens,2012
19622,9.3,13.2,scandens,2012
19652,10.8,15.0,scandens,2012
19653,8.3,13.37,scandens,2012
19664,7.8,11.4,scandens,2012
19692,9.8,13.8,scandens,2012
19720,7.9,13.0,scandens,2012
19740,8.9,13.0,scandens,2012
19747,7.7,13.1,scandens,2012
19766,8.9,12.8,scandens,2012
19783,9.4,13.3,scandens,2012
19844,9.4,13.5,scandens,2012
19848,8.5,12.4,scandens,2012
19852,8.5,13.1,scandens,2012
19854,9.6,14.0,scandens,2012
19855,10.2,13.5,scandens,2012
19868,8.8,11.8,scandens,2012
19882,9.5,13.7,scandens,2012
19900,9.3,13.2,scandens,2012
19910,9.0,12.2,scandens,2012
19936,9.2,13.0,scandens,2012
19940,8.7,13.1,scandens,2012
19941,9.0,14.7,scandens,2012
19951,9.1,13.7,scandens,2012
19955,8.7,13.5,scandens,2012
19956,9.4,13.3,scandens,2012
21040,9.8,14.1,scandens,2012
21041,8.6,12.5,scandens,2012
21045,10.6,13.7,scandens,2012
21047,9.0,14.6,scandens,2012
21053,9.5,14.1,scandens,2012
21057,8.1,12.9,scandens,2012
21070,9.3,13.9,scandens,2012
21081,9.6,13.4,scandens,2012
21092,8.5,13.0,scandens,2012
21093,8.2,12.7,scandens,2012
21106,8.0,12.1,scandens,2012
21109,9.5,14.0,scandens,2012
21111,9.7,14.9,scandens,2012
21113,9.9,13.9,scandens,2012
21131,9.1,12.9,scandens,2012
21135,9.5,14.6,scandens,2012
21136,9.8,14.0,scandens,2012
21159,8.4,13.0,scandens,2012
21167,8.3,12.7,scandens,2012
21176,9.6,14.0,scandens,2012
21248,9.4,14.1,scandens,2012
21253,10.0,14.1,scandens,2012
21255,8.9,13.0,scandens,2012
21256,9.1,13.5,scandens,2012
21257,9.8,13.4,scandens,2012
21260,9.3,13.9,scandens,2012
21263,9.9,13.1,scandens,2012
21267,8.9,12.9,scandens,2012
21268,8.5,14.0,scandens,2012
21270,10.6,14.0,scandens,2012
21271,9.3,14.1,scandens,2012
21278,8.9,14.7,scandens,2012
21279,8.9,13.4,scandens,2012
21280,9.7,13.8,scandens,2012
21281,9.8,13.4,scandens,2012
21285,10.5,13.8,scandens,2012
21286,8.4,12.4,scandens,2012
21288,10.0,14.1,scandens,2012
21289,9.0,12.9,scandens,2012
21290,8.7,13.9,scandens,2012
21291,8.8,14.3,scandens,2012
21292,8.4,13.2,scandens,2012
21295,9.3,14.2,scandens,2012
21297,9.8,13.0,scandens,2012
21340,8.9,14.6,scandens,2012
21342,9.8,13.1,scandens,2012
21347,9.1,15.2,scandens,2012
